feature_index,median_log2FC_SUP_vs_C,mean_log2FC_SUP_vs_C,wilcoxon_p,wilcoxon_q_bh,sup_detect_frac,c_detect_frac,mean_sup_rel_abund,tau_species_specificity,top_species,is_secreted,is_uniquely_secreted,row ID,row m/z,row retention time,adduct,parent_mass,charge,has_ms2,detection_count,detection_rate
1809,3.122993071404651,3.1192253210106697,1.2383765391869726e-49,1.477636660928157e-48,1.0,0.05136986301369863,1.529750819163014e-05,0.856050441623164,Rhodotorula paludigena,True,True,2132,209.1317,4.031643,[M-H2O+H]1+,226.1349,1,True,318,0.51
4802,2.4224368556977334,1.9233235089138792,5.121004807069263e-26,8.517797179861005e-26,0.5616438356164384,0.13013698630136986,1.5089186190115172e-05,0.8980809788357136,Rhodotorula glutinis,True,True,5872,526.2745,2.438525,[M+H]1+,,1,True,216,0.34
7203,1.176283290777337,1.3047143764060465,4.393135930100856e-19,6.640323554873409e-19,0.5068493150684932,0.6883561643835616,1.4676749923764785e-05,0.8617769821951298,Rhodotorula taiwanensis,True,True,9317,204.124,1.284738,[M+H]1+,,1,True,357,0.57
7580,2.795702763208187,2.881890484013962,1.9950235106255658e-47,5.57732351515521e-47,0.976027397260274,0.3150684931506849,1.4654628528675255e-05,0.8533829769353326,Rhodotorula taiwanensis,True,True,9974,281.1713,4.012181,[M-2H2O+H]1+,316.1874,1,True,393,0.62
1450,1.344810887527935,1.513315285618853,6.301822745557972e-37,1.2451169741162933e-36,0.791095890410959,0.0547945205479452,1.3707805652358159e-05,0.9202897543765964,Rhodotorula dairenensis,True,True,1703,615.2958,4.819984,[M+Na]1+,592.3066,1,True,257,0.41
1266,1.3622466040360761,1.1756413536765606,4.8696941057872207e-26,8.115494299562948e-26,0.9691780821917808,0.13356164383561644,1.3329327853357524e-05,0.9888634812085767,Rhodotorula sphaerocarpa,True,True,1470,415.2675,5.096,[M-H2O+H]1+,432.2706,1,True,333,0.53
10824,1.1751441854863511,1.2680232578318749,7.458830462240157e-32,1.3598751854131082e-31,0.7602739726027398,0.0410958904109589,1.3049516787754725e-05,0.9098143365790643,Rhodotorula paludigena,True,True,18410,465.2823,5.014,[M+H]1+,,1,True,241,0.38
6452,2.986219733400076,2.15054175081737,3.4255413506196577e-26,5.722784506783986e-26,0.5068493150684932,0.04452054794520548,1.2520169757954407e-05,0.8521350834711172,Rhodotorula diobovata,True,True,8119,467.7461,1.942793,[M+H]1+,,1,True,165,0.26
1589,1.816253966098651,2.033110093334124,9.801191575529985e-44,2.2482171462297154e-43,0.9863013698630136,0.14726027397260275,1.248052774352494e-05,0.8845673846076584,Rhodotorula dairenensis,True,True,1865,573.2857,4.583261,[M+Na]1+,550.2965,1,True,342,0.54
2924,2.0292985755625494,2.094448138733042,1.2317094471533098e-38,2.5082641759236726e-38,0.9897260273972602,0.25,1.1868897087537907e-05,0.851736953961728,Rhodotorula toruloides,True,True,3522,311.1257,7.546074,[M+H]1+,,1,True,375,0.6
4627,1.1095311981978222,1.6861118547812826,7.089359876096833e-34,1.3277915767937326e-33,0.7226027397260274,0.03424657534246575,1.1633651023964254e-05,0.8595659465311868,Rhodotorula sp. clade XI,True,True,5647,427.2088,7.307,[M+H]1+,,1,True,230,0.37
2281,2.977254940667449,2.032534346236817,5.217914435422934e-27,8.855760008243516e-27,0.5102739726027398,0.04452054794520548,1.1335487731106317e-05,0.8888327471162736,Rhodotorula paludigena,True,True,2719,443.7084,1.36884,[M+2H]2+,,2,True,168,0.27
3124,3.2260833712362045,2.580947726367588,1.2454338208131698e-38,2.5355802993668273e-38,0.7602739726027398,0.017123287671232876,1.092430772655692e-05,0.9063251782553362,Rhodotorula paludigena,True,True,3760,561.3167,0.576235,[M+H]1+,,1,True,237,0.38
11385,2.220432510254726,1.9844071117018012,9.167387755083355e-36,1.7726944922569424e-35,0.6917808219178082,0.3013698630136986,1.0480320530209145e-05,0.8740920941114082,Pseudomicrostroma phylloplanum,True,True,20590,621.8431,3.638,[M+2H]2+,,2,True,291,0.46
9391,2.271635929994493,2.6923609106544504,6.011896346309386e-49,2.0904043246311453e-48,0.9794520547945206,0.0547945205479452,1.0060032147700338e-05,0.8520886269904309,Rhodotorula pacifica,True,True,14034,430.2318,4.60129,[M+H]1+,,1,True,313,0.5
9323,3.078014439736649,2.914104512551708,1.4643355339839378e-44,3.457999991472769e-44,0.8938356164383562,0.09931506849315068,9.982514393115546e-06,0.9078323720628865,Rhodotorula araucariae,True,True,13854,364.1786,0.584119,[M+H]1+,,1,True,300,0.48
2475,2.929836743184951,1.9008353731200889,7.843817151784712e-27,1.3268277754836657e-26,0.5171232876712328,0.03424657534246575,9.906179938549696e-06,0.9190001960481061,Rhodotorula dairenensis,True,True,2963,702.3536,2.560523,[M+2H]2+,1402.6934,2,True,167,0.27
3814,3.028687711162292,2.171803693515033,3.3348833371681155e-32,6.106661583431962e-32,0.6232876712328768,0.03424657534246575,8.388597040170681e-06,0.9607790221824939,Rhodotorula graminis,True,True,4629,445.726,0.897265,[M+H]1+,,1,True,197,0.31
6226,1.656326335734156,1.8338710853686042,2.086384019512746e-47,5.825752061323674e-47,0.9554794520547946,0.07191780821917808,8.265033270940212e-06,0.9233354324388598,Rhodotorula sphaerocarpa,True,True,7801,515.2809,4.761785,[M+H]1+,,1,True,311,0.49
2268,1.539278416862499,1.5160094199606982,1.2512008710066128e-49,1.477636660928157e-48,1.0,0.23972602739726026,8.152598380053448e-06,0.9272413597695621,Rhodotorula paludigena,True,True,2706,227.1422,4.036786,[M+H]1+,226.1349,1,True,376,0.6
2370,1.933437601329453,1.981361852748564,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.017123287671232876,7.747682006637555e-06,0.9048933012016842,Rhodotorula paludigena,True,True,2826,284.1023,4.1098,[M+H]1+,,1,True,305,0.48
8124,1.6463680141678427,1.856283993862617,3.544619669193449e-43,7.999271581769712e-43,0.8801369863013698,0.3013698630136986,7.670361966592563e-06,0.880916884232986,Rhodotorula araucariae,True,True,10991,179.1425,4.257739,[M-H2O+H]1+,196.1457,1,True,360,0.57
13096,1.955553419661081,1.8924041849468702,1.0469655302155693e-40,2.2186377370547136e-40,0.8184931506849316,0.2979452054794521,7.2795199430952586e-06,0.8584855027402782,Pseudomicrostroma phylloplanum,True,True,29082,690.3659,3.642722,[M+H+Na]2+,1356.7353,2,True,333,0.53
3319,1.0585158373209438,0.9822361922796633,8.455027018755869e-27,1.4297732581312988e-26,0.589041095890411,0.09246575342465753,7.264603738485091e-06,0.9084243373120491,Rhodotorula sphaerocarpa,True,True,3994,487.2498,4.790802,[M+Na]1+,464.2606,1,True,208,0.33
8137,1.3682082994136526,1.4202521940009665,4.084929136278468e-36,7.944160830400088e-36,0.8732876712328768,0.4520547945205479,6.693686621344959e-06,0.9490609796947642,Rhodotorula taiwanensis,True,True,11016,309.2026,4.580098,[M+Na]1+,286.2134,1,True,408,0.65
7646,2.213105093023831,2.0828833023085664,2.289083614413378e-49,1.477636660928157e-48,0.9897260273972602,0.3561643835616438,6.571757424831877e-06,0.860252854744521,Rhodotorula taiwanensis,True,True,10087,189.1632,4.788012,[M-2H2O+H]1+,224.177,1,True,411,0.65
6449,1.6462795372670471,1.8713195820830548,3.362737789012135e-47,9.208624005725382e-47,0.9726027397260274,0.02054794520547945,6.314796941647415e-06,0.9068968191731553,Rhodotorula sphaerocarpa,True,True,8116,531.2755,4.305487,[M+H]1+,,1,True,301,0.48
5463,2.6973776896109385,1.7802124366112873,1.1375839366892105e-27,1.9546576385069106e-27,0.5376712328767124,0.010273972602739725,6.165816248223725e-06,0.8896530388676205,Rhodotorula diobovata,True,True,6752,680.4321,2.512081,[M+H]1+,,1,True,168,0.27
811,1.7111934443936523,1.1662839236258493,5.42371363447212e-10,7.231027843118259e-10,0.9075342465753424,0.1780821917808219,5.9095751155868615e-06,0.9168257330573463,Rhodotorula sphaerocarpa,True,True,929,401.2882,4.977,[M-2H2O+H]1+,436.3018,1,True,338,0.54
2735,1.0851568719327065,1.076935859999305,1.9669537841275588e-42,4.347582785542196e-42,0.8493150684931506,0.0136986301369863,5.69394820263787e-06,0.9529424701272103,Rhodotorula paludigena,True,True,3287,514.2816,3.845749,[M+H]1+,513.2743,1,True,261,0.41
10866,2.0126393395207325,2.179202898576661,5.646719428560811e-49,1.9768964996196178e-48,0.9828767123287672,0.02054794520547945,5.456593216183258e-06,0.8956766793564117,Rhodotorula taiwanensis,True,True,18557,191.1787,4.584686,[M+NH3+H]1+,173.1449,1,True,306,0.49
7596,2.343707407707419,1.8593294972802963,4.628397074266073e-35,8.833818045683476e-35,0.6952054794520548,0.0273972602739726,5.298673441358991e-06,0.9232764862477142,Rhodotorula diobovata,True,True,9994,656.3269,3.00976,[M+2H]2+,,2,True,220,0.35
6637,1.2744252675260015,1.1993240921670139,2.4081022280872054e-31,4.352011241465114e-31,0.8561643835616438,0.3287671232876712,5.1071970544994865e-06,0.919836954682008,Rhodotorula taiwanensis,True,True,8391,207.1738,4.797008,[M-H2O+H]1+,224.177,1,True,366,0.58
3657,1.0703306654398492,0.88110034309479,2.857106809653039e-25,4.68214613839589e-25,0.6164383561643836,0.0684931506849315,5.102321922010485e-06,0.936323139278688,Rhodotorula paludigena,True,True,4434,498.2869,4.678265,[M+H]1+,,1,True,233,0.37
5679,1.1847593904157487,1.4216065202574142,9.754417468379765e-44,2.2381166913961553e-43,0.8767123287671232,0.02054794520547945,5.056101584067722e-06,0.8867864259894578,Rhodotorula taiwanensis,True,True,7038,417.2079,4.012181,[M+H]1+,,1,True,271,0.43
8735,1.8346484419110143,1.6610257729403914,5.254161761938324e-29,9.191406372748148e-29,0.976027397260274,0.14383561643835616,4.9975557326493754e-06,0.9093999028572506,Rhodotorula araucariae,True,True,12386,367.244,5.044,[M+CH3OH+Na]1+,312.2266,1,True,364,0.58
10485,2.4438957261597642,1.9138132442691533,1.0684767713939288e-35,2.0626906182512587e-35,0.702054794520548,0.030821917808219176,4.840479615476343e-06,0.8614803008727259,Rhodotorula taiwanensis,True,True,17250,1231.6119,2.874644,[M+H]1+,,1,True,224,0.36
13514,1.3037839742700124,1.2938109742184496,5.07244522637481e-29,8.874469784376369e-29,0.6164383561643836,0.3595890410958904,4.606359348400908e-06,0.8611841094096603,Rhodotorula pacifica,True,True,31566,1006.0366,3.656014,[M+2H]2+,,2,True,290,0.46
11801,1.6080213028016659,1.3334581167260977,2.820479965478739e-30,5.024989505421486e-30,0.5924657534246576,0.2705479452054795,4.34579912149647e-06,0.9209878409463991,Rhodotorula pacifica,True,True,22341,757.4255,3.204,[M+2H]2+,,2,True,254,0.4
11295,1.3541339744525238,1.6126932576489854,1.2747229855508809e-43,2.918656357776109e-43,0.8972602739726028,0.1232876712328767,4.2734262867723936e-06,0.8613725212139771,Rhodotorula araucariae,True,True,20252,161.132,4.257739,[M-2H2O+H]1+,196.1457,1,True,311,0.49
3824,1.05643436289089,0.9114281569434498,3.2972260929141066e-36,6.426049707574365e-36,0.7191780821917808,0.017123287671232876,4.058530610900827e-06,0.9539860948767331,Rhodotorula paludigena,True,True,4642,486.281,3.636708,[M+Na]1+,463.2918,1,True,222,0.35
722,1.068872979311568,0.35752258585678454,1.4583843515422916e-05,1.76969561106982e-05,0.8732876712328768,0.1952054794520548,3.92551282430596e-06,0.9698162998898369,Rhodotorula sphaerocarpa,True,True,820,395.2776,5.326,[M+ACN+H]1+,353.2441,1,True,324,0.52
5842,1.454716440591429,1.5176938457862619,1.2383765391869726e-49,1.477636660928157e-48,1.0,0.017123287671232876,3.8319939253533015e-06,0.8579151853513354,Rhodotorula paludigena,True,True,7265,225.1629,4.045343,[M+H]1+,,1,True,308,0.49
5315,1.7698552802005132,1.7496993673790153,5.625872443254172e-45,1.3492180432191944e-44,0.928082191780822,0.00684931506849315,3.7711914196100216e-06,0.9385870444673413,Rhodotorula taiwanensis,True,True,6546,487.3246,4.957979,[M+H]1+,486.3173,1,True,284,0.45
11224,1.895866380064888,1.942802442069152,5.357315199339612e-48,1.5896742702691594e-47,0.9657534246575342,0.0,3.710283830208997e-06,0.9095093218997592,Rhodotorula toruloides,True,True,19967,660.3018,3.601263,[M+Na]1+,637.312,1,True,293,0.47
7486,1.1586144345801528,1.255981034702584,9.021769124883535e-32,1.6415277779366969e-31,0.6712328767123288,0.023972602739726026,3.4650441851596614e-06,0.8811361290392601,Rhodotorula toruloides,True,True,9805,355.1515,7.549555,[M+H]1+,,1,True,215,0.34
5204,1.2796160244225168,0.9812692268010026,7.132072936153857e-31,1.2797298966519972e-30,0.5993150684931506,0.030821917808219176,3.395661087693623e-06,0.9843325231575859,Rhodotorula diobovata,True,True,6389,936.4757,3.617437,[M+2H]2+,,2,True,192,0.31
10689,1.1262890519377413,1.1508567836192032,2.8102524089584373e-29,4.9351658433450743e-29,0.6301369863013698,0.010273972602739725,3.1059502550152975e-06,0.9472816538973671,Rhodotorula taiwanensis,True,True,17953,205.1946,5.013488,[M+H]1+,,1,True,197,0.31
6812,1.0831242781439285,1.0514763792806578,6.80629574862603e-43,1.5233715522346215e-42,0.9417808219178082,0.04452054794520548,3.007512250185296e-06,0.8717737166296204,Rhodotorula paludigena,True,True,8685,554.2436,4.255456,[M+K]1+,515.2898,1,True,299,0.48
330,1.235268358971071,0.48933576296330183,1.3246494886052007e-08,1.724800721350565e-08,0.934931506849315,0.2191780821917808,2.959942801347146e-06,0.8631519059554753,Rhodotorula sphaerocarpa,True,True,354,471.3296,5.275,[M-2H2O+H]1+,506.3434,1,True,353,0.56
5987,1.102673827049029,0.9541113107595403,5.6249690428796106e-39,1.1533834828413032e-38,0.773972602739726,0.023972602739726026,2.9042582331612013e-06,0.8816485633700175,Rhodotorula paludigena,True,True,7461,984.5325,4.036347,[M+H]1+,,1,True,242,0.38
6590,1.061936495222322,1.0247634067125948,1.0978262267414448e-46,2.8761145228009748e-46,0.9383561643835616,0.03767123287671233,2.6715126696975963e-06,0.8722524963366536,Rhodotorula paludigena,True,True,8322,504.2702,4.036347,[M+K]1+,465.3069,1,True,296,0.47
2503,1.0705296509642022,0.4278749021620188,9.865200910838889e-09,1.287094274451356e-08,0.8287671232876712,0.13356164383561644,2.59816806897114e-06,0.931165857415357,Rhodotorula sphaerocarpa,True,True,2996,442.3228,5.469,[M+H]1+,440.3121,1,True,288,0.46
7668,1.092263674597668,1.1335281185603538,2.5217816936900403e-48,7.801806899288832e-48,0.9726027397260274,0.017123287671232876,2.5423967386730954e-06,0.8689696721842345,Rhodotorula paludigena,True,True,10122,210.1352,4.045343,[M-H2O+H]1+,226.1349,1,True,300,0.48
13261,1.0278434491288955,1.1929905771155236,1.8016495388739708e-35,3.4678303204348493e-35,0.7123287671232876,0.02054794520547945,2.5032008179392472e-06,0.8548300934098291,Rhodotorula araucariae,True,True,29958,197.153,4.257739,[M+H]1+,196.1457,1,True,222,0.35
9546,1.241639248947855,1.2906066189360152,1.0914769784911343e-46,2.859939357086027e-46,0.9383561643835616,0.00684931506849315,2.4850735345553903e-06,0.9543732123959157,Rhodotorula sphaerocarpa,True,True,14446,452.2966,4.055341,[M+Na]1+,429.3074,1,True,286,0.45
8287,1.0242990569240795,1.0078071569720815,1.9495271070730564e-43,4.438204169600942e-43,0.8938356164383562,0.03424657534246575,2.321724041474809e-06,0.8858545610563511,Rhodotorula paludigena,True,True,11328,410.2679,3.95477,[M-3H2O+H]1+,463.292,1,True,286,0.45
11437,1.49615419524233,1.3977787650526068,4.136224247234899e-44,9.617428019054723e-44,0.9075342465753424,0.06506849315068493,2.238713626360108e-06,0.8867199207754907,Rhodotorula graminis,True,True,20786,861.4489,3.683495,[M+2H]2+,,2,True,297,0.47
11800,1.375844528784024,1.018270190552461,2.5535187837541065e-32,4.6853239834032207e-32,0.660958904109589,0.08904109589041095,2.1460370427304378e-06,0.9556136781022567,Rhodotorula diobovata,True,True,22338,954.4874,3.585097,[M+Na]1+,931.4983,1,True,229,0.36
13210,1.5561952066672085,1.1436533417277148,1.9423613274338613e-29,3.4206000862249107e-29,0.5684931506849316,0.0273972602739726,2.0631180154750987e-06,0.9069589202211085,Rhodotorula diobovata,True,True,29696,706.3552,3.359627,[M+2H]2+,1410.6947,2,True,177,0.28
11695,1.4446556606588672,1.1106000412640664,5.23953462037631e-28,9.04185116441102e-28,0.547945205479452,0.003424657534246575,2.0382630053125365e-06,0.8865521122450055,Rhodotorula taiwanensis,True,True,21889,389.1768,3.025382,[M+H]1+,,1,True,168,0.27
14961,1.6169254944482936,1.3684658172963307,3.857504341543189e-40,8.087389076519045e-40,0.8013698630136986,0.017123287671232876,2.002909780019245e-06,0.9131566505817903,Rhodotorula kratochvilovae,True,True,41693,853.4338,3.555633,[M+2H]2+,,2,True,252,0.4
9877,1.087688292297202,1.1094148112674063,8.996685983038254e-42,1.9552079238187726e-41,0.8356164383561644,0.010273972602739725,1.8685361431386103e-06,0.9080789243888455,Rhodotorula taiwanensis,True,True,15416,475.286,3.891206,[M+Na]1+,452.2968,1,True,258,0.41
11433,1.1666662212184407,1.1369411627144124,1.4053890479318117e-43,3.209286064153013e-43,0.8732876712328768,0.010273972602739725,1.843033620385468e-06,0.9810072766771329,Pseudomicrostroma phylloplanum,True,True,20766,382.1527,3.704022,[M+H]1+,,1,True,265,0.42
14405,1.186802879961768,1.0575293371996364,2.0961363015473303e-36,4.102840133853188e-36,0.839041095890411,0.07191780821917808,1.597840932149858e-06,0.873805126002301,Rhodotorula paludigena,True,True,37378,871.4197,3.937698,[M+2H]2+,,2,True,274,0.44
9796,1.2105588178530948,0.8438297512915724,6.040704231167413e-27,1.0245797227482208e-26,0.5171232876712328,0.010273972602739725,1.5013405300457033e-06,0.9585469630064505,Rhodotorula dairenensis,True,True,15172,1063.5402,3.621046,[M+2H]2+,,2,True,164,0.26
